"Generation","Hard Engage","Team Fight","Poke"
1,95.76470588235294,89.67901234567901,0
2,95.76470588235294,89.9148148148148,0
3,96.04705882352941,89.9148148148148,0
4,96.04705882352941,89.9148148148148,0
5,96.04705882352941,89.9148148148148,0
6,96.04705882352941,89.9148148148148,0
7,96.04705882352941,89.9148148148148,0
8,96.04705882352941,89.9148148148148,0
9,96.04705882352941,89.9148148148148,0
10,96.04705882352941,89.9148148148148,0
11,96.04705882352941,89.9148148148148,0
12,96.04705882352941,89.9148148148148,0
13,96.04705882352941,89.9148148148148,0
14,96.04705882352941,89.9148148148148,0
15,96.04705882352941,89.9148148148148,0
16,96.04705882352941,89.9148148148148,0
17,96.04705882352941,89.9148148148148,0
18,96.04705882352941,89.9148148148148,0
19,96.04705882352941,89.9148148148148,0
20,96.04705882352941,89.9148148148148,0
21,96.04705882352941,89.9148148148148,0
22,96.04705882352941,89.9148148148148,0
23,96.04705882352941,89.9148148148148,0
24,96.04705882352941,89.9148148148148,0
25,96.04705882352941,89.9148148148148,0
26,96.04705882352941,89.9148148148148,0
27,96.56470588235294,89.9148148148148,0
28,96.56470588235294,89.9148148148148,0
29,96.04705882352941,89.9148148148148,0
30,96.04705882352941,89.9148148148148,0
31,96.04705882352941,92.83333333333333,0
32,96.04705882352941,90.81481481481481,0
33,96.04705882352941,91.44567901234568,0
34,96.04705882352941,91.44567901234568,0
35,96.04705882352941,91.44567901234568,0
36,96.04705882352941,91.44567901234568,0
37,96.04705882352941,91.44567901234568,0
38,96.04705882352941,91.44567901234568,0
39,96.04705882352941,91.44567901234568,0
40,96.04705882352941,91.44567901234568,0
41,96.04705882352941,91.44567901234568,0
42,96.04705882352941,91.44567901234568,0
43,96.28235294117647,91.44567901234568,0
44,96.04705882352941,91.44567901234568,0
45,96.04705882352941,91.44567901234568,0
46,96.04705882352941,91.44567901234568,0
47,96.04705882352941,91.44567901234568,0
48,96.04705882352941,91.44567901234568,0
49,96.04705882352941,91.44567901234568,0
50,96.04705882352941,91.44567901234568,0
51,96.70588235294117,91.44567901234568,0
52,96.04705882352941,91.44567901234568,0
53,95.95294117647059,92.91358024691358,0
54,96.32941176470588,92.91358024691358,0
55,96.32941176470588,92.91358024691358,0
56,96.32941176470588,92.91358024691358,0
57,96.32941176470588,92.91358024691358,0
58,96.32941176470588,92.91358024691358,0
59,96.32941176470588,92.91358024691358,0
60,96.32941176470588,92.91358024691358,0
61,96.32941176470588,92.91358024691358,0
62,96.32941176470588,92.91358024691358,0
63,96.32941176470588,92.91358024691358,0
64,96.32941176470588,92.91358024691358,0
65,96.32941176470588,92.91358024691358,0
66,96.32941176470588,92.91358024691358,0
67,96.32941176470588,92.91358024691358,0
68,95.67058823529412,91.44567901234568,0
69,95.67058823529412,91.44567901234568,0
70,95.67058823529412,91.44567901234568,0
71,95.67058823529412,91.44567901234568,0
72,95.67058823529412,91.44567901234568,0
73,95.67058823529412,91.44567901234568,0
74,95.67058823529412,91.44567901234568,0
75,95.67058823529412,91.44567901234568,0
76,95.67058823529412,91.44567901234568,0
77,96.51623529411766,91.44567901234568,0
78,95.67058823529412,91.44567901234568,0
79,95.67058823529412,91.44567901234568,0
80,95.67058823529412,91.44567901234568,0
81,95.67058823529412,91.44567901234568,0
82,96.61176470588235,91.44567901234568,0
83,95.67058823529412,91.44567901234568,0
84,96.09411764705882,91.44567901234568,0
85,95.67058823529412,91.44567901234568,0
86,95.67058823529412,91.59876543209877,0
87,95.67058823529412,91.44567901234568,0
88,95.82870588235295,91.44567901234568,0
89,95.67058823529412,91.44567901234568,0
90,96.04894117647058,91.44567901234568,0
91,95.67058823529412,91.44567901234568,0
92,95.67058823529412,91.44567901234568,0
93,95.67058823529412,91.44567901234568,0
94,95.67058823529412,91.89506172839505,0
95,95.67058823529412,91.44567901234568,0
96,95.67058823529412,91.44567901234568,0
97,95.67058823529412,91.44567901234568,0
98,95.67058823529412,91.44567901234568,0
99,95.67058823529412,91.44567901234568,0
100,95.67058823529412,91.44567901234568,0
101,96.18823529411765,91.44567901234568,0
102,95.67058823529412,91.44567901234568,0
103,95.67058823529412,91.44567901234568,0
104,95.67058823529412,91.44567901234568,0
105,95.67058823529412,91.44567901234568,0
106,95.67058823529412,91.44567901234568,0
107,96.04141176470588,91.44567901234568,0
108,95.67058823529412,91.44567901234568,0
109,96.56470588235294,91.44567901234568,0
110,95.67058823529412,91.44567901234568,0
111,95.67058823529412,91.44567901234568,0
112,95.67058823529412,91.44567901234568,0
113,95.67058823529412,91.44567901234568,0
114,95.67058823529412,90.51975308641977,0
115,95.67058823529412,90.51975308641977,0
116,95.71764705882353,90.51975308641977,0
117,95.67058823529412,90.51975308641977,0
118,95.67058823529412,90.51975308641977,0
119,95.67058823529412,90.51975308641977,0
120,95.67058823529412,90.51975308641977,0
121,95.67058823529412,90.51975308641977,0
122,96.0,90.51975308641977,0
123,95.67058823529412,90.51975308641977,0
124,96.09411764705882,90.51975308641977,0
125,95.67058823529412,90.51975308641977,0
126,95.67058823529412,90.51975308641977,0
127,96.09411764705882,91.62345679012347,0
128,95.67058823529412,90.51975308641977,0
