"gameID","platformID","seasonID","Winner","ban1","ban2","ban3","ban4","ban5","ban6","ban7","ban8","ban9","ban10"
2400091749,"EUN1",13,1,523,516,28,120,122,23,523,33,53,238
2400634441,"EUN1",13,1,8,58,523,25,107,235,25,145,111,523
2400675240,"EUN1",13,1,86,523,51,240,44,56,131,350,875,222
2400688096,"EUN1",13,0,875,90,523,235,38,13,412,238,111,107
2400721161,"EUN1",13,1,107,412,8,105,35,56,16,21,89,92
2400911797,"EUN1",13,1,157,121,238,11,53,105,89,-1,53,25
2400918457,"EUN1",13,1,25,245,89,238,122,157,238,555,86,523
2401431078,"EUN1",13,1,105,8,122,875,35,141,11,38,23,44
2401497865,"EUN1",13,1,64,38,111,114,875,2,38,11,523,350
2401534263,"EUN1",13,0,25,44,875,245,412,59,38,8,523,555
2401558965,"EUN1",13,1,154,35,245,126,38,235,122,23,350,59
2413524771,"EUN1",13,0,122,235,119,11,82,90,131,157,62,55
2413611893,"EUN1",13,0,238,875,555,82,157,50,62,245,131,111
2413628702,"EUN1",13,1,875,8,21,24,86,39,238,11,517,119
2198471700,"EUN1",13,1,25,350,40,517,119,266,238,59,84,9
2221126664,"EUN1",13,1,82,555,266,120,119,8,421,119,63,122
2289690315,"EUN1",13,1,86,11,157,63,555,90,17,246,412,238
2289735458,"EUN1",13,0,238,245,86,25,141,54,103,82,8,11
2290498512,"EUN1",13,0,25,245,55,8,11,7,25,555,122,35
2290528533,"EUN1",13,0,8,11,238,105,111,266,119,11,86,25
2418913106,"EUN1",13,1,350,17,25,11,7,517,145,75,2,122
2418926967,"EUN1",13,1,119,53,523,875,238,114,69,105,62,245
2290544251,"EUN1",13,0,145,141,202,11,55,64,8,55,25,238
2290563924,"EUN1",13,0,64,122,55,222,53,82,127,8,25,119
2421047008,"EUN1",13,0,555,8,51,90,82,63,25,86,523,11
2421133870,"EUN1",13,1,51,555,122,245,157,122,24,157,111,119
2421201362,"EUN1",13,0,17,523,157,64,875,89,238,555,41,-1
2310481205,"EUN1",13,0,35,53,131,157,119,266,84,24,350,222
2421279556,"EUN1",13,1,82,91,555,523,11,90,555,875,67,89
2318674236,"EUN1",13,0,29,157,90,13,235,84,38,28,122,64
2418187203,"EUN1",13,0,114,412,157,105,84,875,350,131,111,157
2425196745,"EUN1",13,0,89,238,157,555,875,25,875,555,-1,150
2427523005,"EUN1",13,0,9,111,53,238,11,133,555,51,11,238
2427538134,"EUN1",13,1,55,523,106,82,122,121,51,62,157,555
2428080277,"EUN1",13,1,86,240,555,105,11,90,11,235,875,8
2428509291,"EUN1",13,0,238,9,111,122,154,35,131,62,154,25
2428523057,"EUN1",13,0,875,517,350,111,245,53,517,63,25,154
2431162264,"EUN1",13,0,120,33,38,523,89,11,119,122,238,235
2418193571,"EUN1",13,1,8,238,35,55,82,119,131,84,-1,245
2435052892,"EUN1",13,1,-1,62,23,18,8,75,420,555,201,238
2436094727,"EUN1",13,0,150,523,53,105,24,136,17,51,62,222
2436329874,"EUN1",13,1,24,145,114,555,420,238,157,2,53,122
2436452624,"EUN1",13,1,105,202,53,62,17,875,53,201,82,157
2437328425,"EUN1",13,1,555,89,238,86,122,75,55,64,235,157
2437350880,"EUN1",13,0,145,22,11,53,157,11,24,157,53,238
2418245594,"EUN1",13,0,84,238,55,122,89,11,235,238,111,875
2418313430,"EUN1",13,1,11,90,235,122,238,122,84,63,82,238
2418410624,"EUN1",13,0,11,86,69,122,350,62,58,55,246,56
2418507901,"EUN1",13,0,245,157,8,86,35,875,82,245,89,84
2418509210,"EUN1",13,1,523,-1,86,25,60,202,157,875,238,84
2420697901,"EUN1",13,0,555,62,35,131,67,555,62,19,75,517
2420909194,"EUN1",13,1,516,25,51,517,875,62,516,119,89,59
2438955454,"EUN1",13,0,53,25,63,122,11,11,238,420,41,111
2439124645,"EUN1",13,1,53,82,24,157,122,55,111,202,24,75
2439291252,"EUN1",13,0,157,21,24,64,99,69,555,63,17,42
2422047818,"EUN1",13,0,92,8,53,517,131,24,875,11,82,145
2424082003,"EUN1",13,0,11,51,25,134,350,154,98,25,157,54
2433003099,"EUN1",13,1,119,8,105,17,81,157,523,350,555,122
2437405559,"EUN1",13,0,122,82,238,75,517,2,350,131,122,429
2442316342,"EUN1",13,0,157,238,122,25,875,82,105,119,19,18
2442340857,"EUN1",13,1,75,25,11,238,875,555,420,44,45,35
2442378073,"EUN1",13,0,11,7,523,17,111,67,-1,24,555,105
2437412587,"EUN1",13,0,105,7,157,2,350,38,555,25,114,64
2443032695,"EUN1",13,1,35,523,58,89,111,119,82,53,517,240
2443057094,"EUN1",13,0,25,240,517,62,238,11,412,122,2,55
2443238018,"EUN1",13,1,89,11,82,62,350,117,51,8,55,11
2443311556,"EUN1",13,0,555,157,122,55,350,131,62,24,104,55
2443574946,"EUN1",13,0,11,555,82,164,105,11,420,157,25,240
2443586668,"EUN1",13,1,420,555,105,75,350,51,114,106,157,21
