"gameID","platformID","seasonID","Winner","C1","C1S1","C1S2","C2","C2S1","C2S2","C3","C3S1","C3S2","C4","C4S1","C4S2","C5","C5S1","C5S2","C6","C6S1","C6S2","C7","C7S1","C7S2","C8","C8S1","C8S2","C9","C9S1","C9S2","C10","C10S1","C10S2"
262730836,"OC1",13,1,75,12,4,121,4,11,236,4,7,105,4,14,412,4,14,69,4,7,59,4,11,54,4,14,99,4,3,7,4,14
262719578,"OC1",13,1,81,7,4,63,14,4,121,4,11,82,12,4,103,4,14,101,7,4,23,4,12,202,4,12,105,4,14,113,4,11
262717066,"OC1",13,0,238,4,14,56,4,11,58,4,14,35,4,14,222,7,4,4,4,21,51,4,7,86,12,4,412,4,3,64,11,4
262704426,"OC1",13,0,33,11,4,53,4,14,81,4,7,86,4,14,105,4,14,35,14,11,57,4,3,92,14,4,17,14,4,157,7,4
262700563,"OC1",13,1,111,4,14,222,4,7,58,14,4,24,11,4,75,12,4,22,4,7,4,4,12,80,4,11,89,4,14,150,4,12
262688003,"OC1",13,1,81,12,4,32,4,11,223,12,4,222,7,4,16,21,4,126,4,12,245,4,11,40,14,4,134,14,4,236,4,7
262397835,"OC1",13,1,67,4,7,36,12,4,41,4,12,64,4,11,432,4,14,555,4,3,236,4,7,56,4,11,105,4,14,68,4,12
262396801,"OC1",13,1,51,4,7,11,14,11,3,12,4,37,4,3,105,4,14,89,3,4,268,4,14,85,4,12,119,4,7,60,11,4
365695590,"OC1",13,0,59,11,4,127,14,4,81,4,7,85,4,14,875,14,4,10,4,1,57,4,12,236,4,7,120,6,11,79,14,4
333469151,"OC1",13,1,101,3,4,76,4,11,164,12,4,18,4,3,81,4,7,236,4,7,39,4,12,432,3,4,876,4,11,238,4,14
326827461,"OC1",13,0,50,4,14,114,12,4,91,4,14,81,7,4,79,11,4,235,4,7,61,12,4,51,4,12,58,12,4,245,11,4
325330896,"OC1",13,0,78,4,12,81,4,12,142,4,1,876,4,11,12,14,4,4,12,4,517,11,4,25,4,14,51,4,7,164,12,4
276274834,"OC1",13,0,69,12,4,25,14,4,19,4,11,21,4,7,86,4,12,51,4,7,16,4,21,133,4,14,101,4,12,102,11,4
274018529,"OC1",13,1,98,4,12,91,4,14,412,14,4,235,7,4,120,4,11,133,4,14,67,4,7,106,4,11,201,4,14,90,4,14
268914220,"OC1",13,0,105,14,4,2,4,11,18,4,7,92,4,12,99,3,4,15,7,4,82,14,4,56,4,11,53,4,3,98,12,4
264213009,"OC1",13,1,99,4,14,36,11,4,13,1,4,81,7,4,24,12,4,80,4,14,51,7,4,105,4,14,2,4,11,56,14,4
262747230,"OC1",13,1,50,4,14,81,21,4,23,4,14,202,7,4,59,11,4,60,11,4,105,4,14,40,4,14,54,4,14,51,4,7
