"gameID","platformID","seasonID","Winner","C1","C1S1","C1S2","C2","C2S1","C2S2","C3","C3S1","C3S2","C4","C4S1","C4S2","C5","C5S1","C5S2","C6","C6S1","C6S2","C7","C7S1","C7S2","C8","C8S1","C8S2","C9","C9S1","C9S2","C10","C10S1","C10S2"
2196924779,"EUN1",13,0,58,4,12,84,4,14,107,4,11,412,14,4,81,7,4,90,21,4,72,4,11,99,14,4,164,4,12,202,4,7
2278548407,"EUN1",13,1,245,4,11,103,14,4,45,4,12,111,14,4,145,4,7,126,4,14,63,4,14,121,4,11,21,4,7,41,12,4
2278593979,"EUN1",13,0,21,4,7,117,3,4,126,4,14,85,4,12,64,11,4,122,12,4,59,11,4,51,7,4,8,4,14,63,4,14
2280135309,"EUN1",13,0,67,4,7,13,4,12,54,4,11,84,14,4,267,4,14,64,11,4,122,4,6,40,4,14,51,4,7,69,4,14
2290591721,"EUN1",13,1,498,4,7,84,4,12,75,12,4,72,11,4,117,3,4,83,4,12,236,4,7,518,4,14,254,11,4,143,14,4
2294155366,"EUN1",13,1,89,14,4,56,11,4,75,12,4,202,7,4,103,4,14,222,7,4,115,21,4,120,14,11,122,14,4,111,14,4
2294185560,"EUN1",13,0,497,4,14,498,7,4,55,4,14,517,4,11,98,12,4,75,12,4,202,7,4,39,4,14,64,11,4,37,4,14
2280128432,"EUN1",13,0,18,4,14,8,4,12,32,11,4,21,7,4,497,4,14,13,4,12,54,4,11,51,7,4,131,4,14,53,4,14
2294383643,"EUN1",13,0,238,14,4,40,4,14,51,4,7,86,12,4,121,4,11,10,4,12,84,4,12,21,7,4,54,14,4,427,4,11
2294459815,"EUN1",13,1,19,12,4,12,14,4,99,4,21,145,4,7,121,11,4,30,4,11,61,4,12,14,4,12,89,4,14,81,4,7
2294716528,"EUN1",13,1,25,14,4,61,4,14,36,4,11,92,4,12,18,7,4,157,14,4,24,4,12,254,4,11,111,4,14,51,4,7
2294724957,"EUN1",13,1,412,14,4,7,4,14,236,7,4,64,11,4,8,4,14,69,4,14,10,4,12,59,3,4,80,14,4,62,4,11
2294945617,"EUN1",13,1,81,12,4,518,21,4,350,7,14,28,11,4,82,4,12,254,11,4,75,12,4,202,7,4,16,4,21,134,14,4
2294968089,"EUN1",13,0,84,4,21,22,7,4,104,11,4,9,14,4,10,4,12,99,14,4,75,12,4,202,7,4,20,4,11,7,4,14
2295007241,"EUN1",13,0,201,4,14,145,4,7,41,4,3,122,4,12,163,11,4,267,3,4,238,14,4,75,12,4,202,7,4,77,4,11
2295065962,"EUN1",13,1,10,4,12,555,4,14,64,11,4,498,4,7,497,4,14,54,12,4,202,7,4,120,11,6,412,14,4,157,14,4
2295070617,"EUN1",13,1,80,12,4,51,4,7,89,4,14,90,4,14,56,4,11,43,4,14,121,4,11,157,4,14,54,12,4,202,7,4
2295091693,"EUN1",13,0,41,4,12,412,14,4,145,4,7,35,11,14,99,4,21,15,4,7,55,4,14,64,11,4,75,12,4,74,14,4
2295112568,"EUN1",13,0,103,14,4,99,14,4,22,7,4,75,12,4,77,11,4,51,7,4,412,14,4,24,4,12,28,4,11,81,4,12
2295137263,"EUN1",13,0,75,12,4,77,11,4,117,4,14,21,7,4,8,14,4,142,4,14,222,4,7,86,4,14,141,4,11,89,4,14
2295614265,"EUN1",13,1,246,14,4,30,12,4,80,11,4,25,4,3,222,7,4,8,12,4,62,4,14,33,11,4,202,7,4,99,4,3
2302509238,"EUN1",13,0,24,4,11,117,4,14,498,4,7,14,4,12,8,14,4,412,4,14,86,12,4,15,4,7,131,4,14,121,4,11
2297242703,"EUN1",13,0,89,14,4,23,14,4,141,11,4,202,7,4,99,4,14,84,12,14,39,4,14,245,4,11,412,4,14,67,7,4
2302764197,"EUN1",13,0,222,4,7,68,4,12,3,4,14,9,11,4,83,4,14,5,11,4,134,14,4,161,3,4,18,4,7,86,4,12
2302810161,"EUN1",13,0,5,11,4,105,4,14,236,4,12,43,14,4,119,7,4,92,4,14,67,4,7,79,4,14,53,4,14,11,11,4
2303662176,"EUN1",13,0,267,14,4,51,7,4,5,11,4,13,12,4,98,4,12,19,11,4,81,14,4,111,4,3,142,4,14,23,4,14
2303694964,"EUN1",13,0,103,14,4,106,11,4,498,7,4,497,14,4,75,4,12,555,4,14,48,4,12,99,4,21,22,7,4,5,11,4
2303765866,"EUN1",13,1,498,4,7,85,4,12,90,4,12,2,4,11,25,4,14,7,4,14,267,4,14,51,7,4,5,11,4,74,4,21
2303798719,"EUN1",13,1,254,11,4,103,4,14,40,14,4,145,4,7,23,4,12,25,3,4,11,11,4,202,7,4,38,14,4,58,14,4
2303858855,"EUN1",13,0,75,12,4,412,14,4,141,11,4,4,4,12,236,4,7,111,4,3,245,4,14,35,14,11,67,4,7,83,4,12
2303900081,"EUN1",13,1,89,4,14,21,4,7,45,4,21,58,4,12,64,4,11,238,14,4,25,14,4,202,7,4,516,12,4,60,4,11
2303929021,"EUN1",13,0,35,11,14,266,14,4,238,4,14,145,4,7,555,4,14,90,4,14,498,7,4,12,14,4,28,11,4,78,4,12
2303957922,"EUN1",13,0,106,4,12,222,7,4,412,4,14,84,14,4,79,11,4,238,14,4,21,7,4,82,12,4,12,14,4,131,11,4
2303726537,"EUN1",13,0,19,4,11,134,14,4,432,14,4,24,4,12,1,14,4,51,7,4,5,11,4,85,4,12,25,4,14,99,4,21
2303973125,"EUN1",13,1,69,4,14,80,4,14,222,7,4,555,14,4,131,11,4,111,14,4,22,7,4,107,11,4,54,12,4,1,4,14
2303984240,"EUN1",13,1,254,4,11,98,14,4,39,4,12,68,14,4,67,4,7,18,4,7,86,12,4,1,14,4,16,21,4,131,11,4
2304683340,"EUN1",13,0,133,4,14,145,4,7,74,4,21,121,4,11,25,3,4,51,7,4,5,11,4,412,4,14,58,4,12,84,4,14
2307652924,"EUN1",13,1,51,7,4,5,11,4,25,4,7,31,12,4,54,12,4,13,12,4,11,4,11,99,4,14,63,12,4,110,4,7
